name,review,rating,meta,ingredients,steps,cooks_note,editors_note,nutrition_facts,url
chop suey,"Chop suey is fast and easy to make. My mother always made this recipe; we love it as-is, but you can substitute a can of Chinese mixed vegetables for the bean sprouts if you want more color and texture. Serve over hot rice and top with chow mein noodles and soy sauce.",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '20 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '40 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '270', 'Carbs': '12g', 'Fat': '18g', 'Protein': '16g'}",https://www.allrecipes.com/recipe/25136/chop-suey/
greek lemon chicken and potatoes,"This Greek lemon chicken dish with garlic and herb roast potatoes is a classic recipe and easy to cook in one roasting pan. The lemony crispy chicken is a proven crowd-pleaser, easy on the wallet, and a favorite of mine. ",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '50 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '1 hr', 'yield': None}",[],[],unknown,unknown,"{'Calories': '1139', 'Carbs': '35g', 'Fat': '75g', 'Protein': '80g'}",https://www.allrecipes.com/recipe/242352/greek-lemon-chicken-and-potatoes/
scrumptious salmon cakes,These salmon cakes are one of my husband's favorite meals.,4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '25 mins', 'yield': '8 salmon cakes'}",[],[],unknown,unknown,"{'Calories': '263', 'Carbs': '11g', 'Fat': '12g', 'Protein': '28g'}",https://www.allrecipes.com/recipe/240130/scrumptious-salmon-cakes/
nutella bread pudding,A delicious Nutella spin on classic bread pudding!,5.0,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '45 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '1 hr', 'yield': '1 pie'}",[],[],unknown,unknown,"{'Calories': '337', 'Carbs': '35g', 'Fat': '19g', 'Protein': '9g'}",https://www.allrecipes.com/recipe/270231/nutella-bread-pudding/
ginger-turmeric herbal tea,"This ginger turmeric tea is a tasty alternative to supplements if you have trouble including anti-inflammatory spices in your diet. I believe this tea is popular in Okinawa, Japan. Turmeric is also used for medicinal purposes in India. Remember that turmeric stains; I make this tea in an old mason jar, wrapped in an old tea towel!",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '2', 'soak_time': None, 'total_time': '20 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '37', 'Carbs': '10g', 'Fat': '0g', 'Protein': '0g'}",https://www.allrecipes.com/recipe/242148/ginger-turmeric-herbal-tea/
santa maria grilled tri-tip beef,"A Santa Maria tri-tip with a delicious spice rub is cooked on the grill until black-on-the-outside and perfectly pink inside for a spectacular steak. The tri-tip is cut from the bottom sirloin and when cooked properly, produces a very flavorful, incredibly juicy piece of beef. The town of Santa Maria, California, is home to this delicious barbecued beef specialty.",4.9,"{'active_time': None, 'additional_time': '4 hrs 30 mins', 'bake_time': None, 'cook_time': '25 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '5 hrs 15 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '452', 'Carbs': '4g', 'Fat': '24g', 'Protein': '53g'}",https://www.allrecipes.com/recipe/236992/santa-maria-grilled-tri-tip-beef/
homemade pita chips,These baked pita chips make a lovely accompaniment to any dip or spread.,4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '25 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '24', 'soak_time': None, 'total_time': '35 mins', 'yield': '8 dozen'}",[],[],unknown,unknown,"{'Calories': '125', 'Carbs': '18g', 'Fat': '5g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/14827/pita-chips/
fresh strawberry scones,"This strawberry scone recipe makes eight deliciously rich, irresistible breakfast or afternoon treats that will disappear fast!",4.6,"{'active_time': None, 'additional_time': '25 mins', 'bake_time': None, 'cook_time': '20 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '30 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '1 hr 15 mins', 'yield': '8 scones'}",[],[],unknown,unknown,"{'Calories': '232', 'Carbs': '34g', 'Fat': '9g', 'Protein': '4g'}",https://www.allrecipes.com/recipe/143360/fresh-strawberry-scones/
basic british scones,Easy recipe for English scones that are simple to make in one bowl and ready to serve in less than 30 minutes. Perfect if you need a quick and easy treat for breakfast or have unexpected guests for afternoon tea. Serve with butter or clotted cream and strawberry jam.,4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '25 mins', 'yield': '1 dozen scones'}",[],[],unknown,unknown,"{'Calories': '124', 'Carbs': '19g', 'Fat': '4g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/7086/basic-british-scones/
easy vanilla ice cream,"This easy ice cream recipe requires no cooking and no eggs. Half-and-half and cream team up with sugar to create a simple, old-fashioned vanilla ice cream that tastes great. ",4.7,"{'active_time': None, 'additional_time': '4 hrs 20 mins', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '32', 'soak_time': None, 'total_time': '4 hrs 25 mins', 'yield': '1 gallon'}",[],[],This recipe is designed for an old-fashioned ice cream maker that yields one gallon; scale the recipe down if you have a countertop model.,unknown,"{'Calories': '142', 'Carbs': '12g', 'Fat': '10g', 'Protein': '2g'}",https://www.allrecipes.com/recipe/19812/vanilla-ice-cream-v/
shandy,Shandy is a super refreshing beer drink in the summertime and easy to make by topping your favorite lager with lemon-lime soda.,4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '1', 'soak_time': None, 'total_time': '5 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': None, 'Carbs': None, 'Fat': None, 'Protein': None}",https://www.allrecipes.com/recipe/149943/shandy/
lemon poppy seed bundt cake,This moist lemon poppy seed cake was my grandfather's favorite. It looks beautiful made in a Bundt pan.,4.8,"{'active_time': None, 'additional_time': '20 mins', 'bake_time': None, 'cook_time': '1 hr', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '16', 'soak_time': None, 'total_time': '1 hr 30 mins', 'yield': '1 (10-inch) Bundt cake'}",[],[],unknown,unknown,"{'Calories': '215', 'Carbs': '29g', 'Fat': '10g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/26033/lemon-poppy-seed-bundt-cake/
agua fresca,"Agua fresca is a nice fruity drink served over ice for a delicious cool treat on a hot day. You can use any fruit, but melons are the best.",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '2', 'soak_time': None, 'total_time': '5 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '180', 'Carbs': '46g', 'Fat': '0g', 'Protein': '1g'}",https://www.allrecipes.com/recipe/230153/agua-fresca/
lemon poppy seed cake,This lemon poppy seed cake is made from scratch. It's a deliciously moist cake with a bright lemony flavor! Dust with powdered sugar before serving.,5.0,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '1 hr 5 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '10', 'soak_time': None, 'total_time': '1 hr 15 mins', 'yield': '1 cake'}",[],[],"You can also make this in two (9x5-inch) loaf pans or two (9-inch) cake pans. If you use loaf pans, bake for 50 to 55 minutes.",unknown,"{'Calories': '539', 'Carbs': '75g', 'Fat': '24g', 'Protein': '8g'}",https://www.allrecipes.com/recipe/278375/lemon-poppy-seed-cake/
easy bunny cake,"This bunny cake is so simple to make for Easter, using two coconut cakes shaped to look like a bunny head!",4.9,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '40 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '45 mins', 'rest_time': None, 'servings': '12', 'soak_time': None, 'total_time': '1 hr 25 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '457', 'Carbs': '69g', 'Fat': '20g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/18356/easy-bunny-cake/
cheesy roasted brussels sprouts soup,"Brussels sprouts and onions are roasted till caramelized and then turned into a delicious soup with the addition of chicken stock, cream, and cheese. Easy to make in one pot.",5.0,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '1 hr 10 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '1 hr 25 mins', 'yield': '6 servings'}",[],[],unknown,unknown,"{'Calories': '322', 'Carbs': '12g', 'Fat': '28g', 'Protein': '10g'}",https://www.allrecipes.com/recipe/263703/cheesy-roasted-brussels-sprouts-soup/
creamy gorgonzola spinach pasta,This pasta with fresh spinach and creamy Gorgonzola sauce is one of those super quick recipes that can be ready in about 20 minutes. Use any kind of pasta and serve.,5.0,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '20 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '730', 'Carbs': '89g', 'Fat': '34g', 'Protein': '21g'}",https://www.allrecipes.com/recipe/263551/creamy-gorgonzola-spinach-pasta/
really real strawberry cupcakes,"For this from-scratch strawberry cupcake recipe, I tested and tasted lots of cupcakes. I was determined to make a perfect strawberry cupcake to go with a strawberry frosting I developed a couple of years ago. The trick is not using a purée, as I do when making frosting. Rather, I grind freeze-dried strawberries into a powder, which yields great results — it brought this cupcake recipe out of my test kitchen and into my recipe box!",4.3,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '20 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '30 mins', 'rest_time': None, 'servings': '20', 'soak_time': None, 'total_time': '50 mins', 'yield': '20 cupcakes'}",[],[],"You can grind freeze-dried strawberries into a fine powder using a coffee grinder, Magic Bullet, or food processor.",unknown,"{'Calories': '145', 'Carbs': '22g', 'Fat': '6g', 'Protein': '2g'}",https://www.allrecipes.com/recipe/233538/really-real-strawberry-cupcakes/
banana wake-up bars,These banana bars are soft and simple but delicious and made with yummy ingredients. They're always a big hit when I make them for my friends and bring them to school.,4.2,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '20 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '16', 'soak_time': None, 'total_time': '40 mins', 'yield': '1 (9x9-inch) pan'}",[],[],"If you are not a banana fan, substitute 1/2 cup unsweetened applesauce for the banana.",unknown,"{'Calories': '102', 'Carbs': '12g', 'Fat': '5g', 'Protein': '3g'}",https://www.allrecipes.com/recipe/214695/banana-wake-up-bars/
richard and suzanne's louisiana crawfish pasta,"This recipe can be made with leftover crawfish. It's a popular New Orleans pasta dish that can be spicy or mild depending on the amount of red pepper flakes you use, so be careful.",4.6,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '20 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '40 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '1505', 'Carbs': '100g', 'Fat': '110g', 'Protein': '38g'}",https://www.allrecipes.com/recipe/159720/richard-and-suzannes-louisiana-crawfish-pasta/
spring vegetable frittata for mother,"This is a special spring vegetable frittata recipe. It always feels a little wrong to make a frittata with freshly cooked vegetables since the whole point of the dish is to use up leftovers, but seeing as we're making this for a Mother's Day brunch, we'll make an exception. Make sure all your vegetables are tender, hot, and well-seasoned before adding your eggs, and not a lot can go wrong.",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '50 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '315', 'Carbs': '19g', 'Fat': '19g', 'Protein': '18g'}",https://www.allrecipes.com/recipe/242351/spring-vegetable-frittata-for-mother/
french strawberry cake,"This French strawberry cake is deliciously light and reminiscent of a ladyfinger cake. It's not all that sweet and is best made with fresh, ripe strawberries. Decorate with additional strawberries.",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '40 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '10', 'soak_time': None, 'total_time': '1 hr', 'yield': '1 (8-inch) round cake'}",[],[],unknown,unknown,"{'Calories': '294', 'Carbs': '42g', 'Fat': '13g', 'Protein': '4g'}",https://www.allrecipes.com/recipe/273169/french-strawberry-cake/
super strawberry trifle,"This trifle recipe is delicious and easy to make. Short in ingredients and time, this no-bake dessert is a summertime favorite. It looks beautiful in a trifle bowl and is great as a birthday or holiday dessert. Depending on how many people you are serving, it usually does not last more than one day in my house. The trifle can also be easily modified with other fresh fruits, but strawberry is our favorite! ",4.7,"{'active_time': None, 'additional_time': '4 hrs 30 mins', 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '4 hrs 50 mins', 'yield': None}",[],[],unknown,unknown,"{'Calories': '446', 'Carbs': '86g', 'Fat': '10g', 'Protein': '7g'}",https://www.allrecipes.com/recipe/233667/super-strawberry-trifle/
